Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
INOH5190bi,NA,NODE_27_length_11754_cov_30.895410,2559,2903,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
INOH5190bi,NA,NODE_27_length_11754_cov_30.895410,3070,3858,-,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
INOH5190bi,NA,NODE_27_length_11754_cov_30.895410,4269,4763,-,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
INOH5190bi,NA,NODE_27_length_11754_cov_30.895410,10777,11433,-,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,219,219,100,100,219,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,NA,NA
INOH5190bi,NA,NODE_28_length_10326_cov_22.981324,1615,3708,+,mchF,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,698,698,100,99.71,698,AGC14252.1,microcin H47 export transporter peptidase/ATP-binding subunit MchF,NA,NA
INOH5190bi,NA,NODE_28_length_10326_cov_22.981324,3884,4192,-,cvaC,colicin V,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,103,103,100,100,103,CAA40746.1,colicin V,NA,NA
INOH5190bi,NA,NODE_2_length_603813_cov_32.552394,146051,147181,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.67,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH5190bi,NA,NODE_2_length_603813_cov_32.552394,311754,312983,-,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,98.05,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH5190bi,NA,NODE_2_length_603813_cov_32.552394,398345,399763,-,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,473,473,100,94.29,473,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH5190bi,NA,NODE_34_length_6414_cov_20.482502,2361,3194,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH5190bi,NA,NODE_34_length_6414_cov_20.482502,3197,3997,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH5190bi,NA,NODE_34_length_6414_cov_20.482502,4061,4873,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH5190bi,NA,NODE_35_length_6376_cov_31.596304,4586,5005,-,merC,organomercurial transporter MerC,plus,STRESS,METAL,MERCURY,ORGANOMERCURY,BLASTX,140,140,100,99.29,140,AAC33908.1,organomercurial transporter MerC,NA,NA
INOH5190bi,NA,NODE_35_length_6376_cov_31.596304,5044,5316,-,merP,mercury resistance system periplasmic binding protein MerP,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,91,91,100,90.11,91,AAC38219.1,mercury resistance system periplasmic binding protein MerP,NA,NA
INOH5190bi,NA,NODE_35_length_6376_cov_31.596304,5333,5680,-,merT,mercuric transport protein MerT,plus,STRESS,METAL,MERCURY,MERCURY,EXACTX,116,116,100,100,116,AAB59075.1,mercuric transport protein MerT,NA,NA
INOH5190bi,NA,NODE_35_length_6376_cov_31.596304,5752,6183,+,merR,mercury resistance transcriptional regulator MerR,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,144,144,100,93.75,144,CAA77320.1,mercury resistance transcriptional regulator MerR,NA,NA
INOH5190bi,NA,NODE_3_length_554384_cov_34.285912,301120,301653,-,lpfA1,long polar fimbria major subunit LpfA1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,178,178,100,99.44,178,OPH66324.1,long polar fimbria major subunit LpfA1,NA,NA
INOH5190bi,NA,NODE_3_length_554384_cov_34.285912,433176,434870,+,eilA,HilA family transcriptional regulator EilA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,565,565,100,98.94,565,ACB16655.1,HilA family transcriptional regulator EilA,NA,NA
INOH5190bi,NA,NODE_3_length_554384_cov_34.285912,441117,446048,-,air,inverse autotransporter adhesin EaeX/Air,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,1644,2933,56.05,92.88,1644,ACB17037.1,inverse autotransporter adhesin EaeX/Air,NA,NA
INOH5190bi,NA,NODE_3_length_554384_cov_34.285912,463772,464959,+,emrD,multidrug efflux MFS transporter EmrD,plus,AMR,AMR,EFFLUX,EFFLUX,EXACTX,396,396,100,100,396,EFF04178.1,multidrug efflux MFS transporter EmrD,NA,NA
INOH5190bi,NA,NODE_3_length_554384_cov_34.285912,523380,523979,-,lpfA2,long polar fimbria major subunit LpfA2,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,200,200,100,100,200,BAB38093.1,long polar fimbria major subunit LpfA2,NA,NA
INOH5190bi,NA,NODE_42_length_1385_cov_30.057543,201,1058,+,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557454.1,aminoglycoside N-acetyltransferase AAC(3)-IId,NA,NA
INOH5190bi,NA,NODE_4_length_549585_cov_23.469158,477963,478292,-,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,BLASTX,110,110,100,98.18,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH5190bi,NA,NODE_5_length_419479_cov_26.346287,146412,147767,+,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.12,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH5190bi,NA,NODE_5_length_419479_cov_26.346287,162956,165580,+,gyrA_D87N,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5190bi,NA,NODE_5_length_419479_cov_26.346287,162956,165580,+,gyrA_S83L,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5190bi,NA,NODE_6_length_365325_cov_32.297714,5394,8495,-,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.52,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH5190bi,NA,NODE_6_length_365325_cov_32.297714,243777,246032,+,parC_S80I,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,99.87,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH5190bi,NA,NODE_7_length_281348_cov_29.795843,59742,63983,+,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1414,1416,99.93,91.66,1415,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH5190bi,NA,NODE_9_length_234761_cov_30.577162,4854,5711,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
INOH5190ci,NA,NODE_10_length_196875_cov_34.293501,145869,146999,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.67,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH5190ci,NA,NODE_17_length_74737_cov_25.661433,71294,71623,+,emrE,multidrug efflux SMR transporter EmrE,plus,STRESS,BIOCIDE,EFFLUX,EFFLUX,BLASTX,110,110,100,98.18,110,CAA77936.1,multidrug efflux SMR transporter EmrE,NA,NA
INOH5190ci,NA,NODE_18_length_63359_cov_25.994926,4258,5454,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH5190ci,NA,NODE_18_length_63359_cov_25.994926,6774,8522,-,arsA,arsenite efflux transporter ATPase subunit ArsA,plus,STRESS,METAL,ARSENIC,ARSENITE,BLASTX,583,583,100,99.14,583,AAB09626.1,arsenite efflux transporter ATPase subunit ArsA,NA,NA
INOH5190ci,NA,NODE_18_length_63359_cov_25.994926,8543,8902,-,arsD,arsenite efflux transporter metallochaperone ArsD,plus,STRESS,METAL,ARSENIC,ARSENITE,BLASTX,120,120,100,98.33,120,AAB09625.1,arsenite efflux transporter metallochaperone ArsD,NA,NA
INOH5190ci,NA,NODE_18_length_63359_cov_25.994926,8953,9303,-,arsR,As(III)-sensing metalloregulatory transcriptional repressor ArsR,plus,STRESS,METAL,ARSENIC,ARSENIC,EXACTX,117,117,100,100,117,AAB09624.1,As(III)-sensing metalloregulatory transcriptional repressor ArsR,NA,NA
INOH5190ci,NA,NODE_1_length_652993_cov_25.532825,218254,218517,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH5190ci,NA,NODE_20_length_43087_cov_30.084512,31155,31445,+,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,BAG76115.1,increased serum survival lipoprotein Iss,NA,NA
INOH5190ci,NA,NODE_28_length_14092_cov_23.746659,508,2682,+,iroN,siderophore salmochelin receptor IroN,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,725,725,100,99.86,725,AAN76093.1,siderophore salmochelin receptor IroN,NA,NA
INOH5190ci,NA,NODE_28_length_14092_cov_23.746659,2733,3686,-,iroE,catecholate siderophore esterase IroE,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,318,318,100,100,318,ACJ63530.1,catecholate siderophore esterase IroE,NA,NA
INOH5190ci,NA,NODE_28_length_14092_cov_23.746659,3774,5000,-,iroD,catecholate siderophore esterase IroD,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,409,409,100,100,409,ACJ63529.1,catecholate siderophore esterase IroD,NA,NA
INOH5190ci,NA,NODE_28_length_14092_cov_23.746659,5107,8763,-,iroC,salmochelin/enterobactin export ABC transporter IroC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1219,1219,100,99.34,1219,AUH19662.1,salmochelin/enterobactin export ABC transporter IroC,NA,NA
INOH5190ci,NA,NODE_28_length_14092_cov_23.746659,8906,10018,-,iroB,salmochelin biosynthesis C-glycosyltransferase IroB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,371,371,100,99.73,371,EOW04219.1,salmochelin biosynthesis C-glycosyltransferase IroB,NA,NA
INOH5190ci,NA,NODE_28_length_14092_cov_23.746659,13169,13459,-,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,ADR26561.1,increased serum survival lipoprotein Iss,NA,NA
INOH5190ci,NA,NODE_2_length_553295_cov_34.279373,300101,300634,-,lpfA1,long polar fimbria major subunit LpfA1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,178,178,100,99.44,178,OPH66324.1,long polar fimbria major subunit LpfA1,NA,NA
INOH5190ci,NA,NODE_2_length_553295_cov_34.279373,432157,433851,+,eilA,HilA family transcriptional regulator EilA,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,565,565,100,98.94,565,ACB16655.1,HilA family transcriptional regulator EilA,NA,NA
INOH5190ci,NA,NODE_2_length_553295_cov_34.279373,439899,444830,-,air,inverse autotransporter adhesin EaeX/Air,plus,VIRULENCE,VIRULENCE,NA,NA,PARTIALX,1644,2933,56.05,92.88,1644,ACB17037.1,inverse autotransporter adhesin EaeX/Air,NA,NA
INOH5190ci,NA,NODE_2_length_553295_cov_34.279373,462554,463741,+,emrD,multidrug efflux MFS transporter EmrD,plus,AMR,AMR,EFFLUX,EFFLUX,EXACTX,396,396,100,100,396,EFF04178.1,multidrug efflux MFS transporter EmrD,NA,NA
INOH5190ci,NA,NODE_2_length_553295_cov_34.279373,522162,522761,-,lpfA2,long polar fimbria major subunit LpfA2,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,200,200,100,100,200,BAB38093.1,long polar fimbria major subunit LpfA2,NA,NA
INOH5190ci,NA,NODE_30_length_11754_cov_30.932132,322,978,+,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,219,219,100,100,219,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,NA,NA
INOH5190ci,NA,NODE_30_length_11754_cov_30.932132,6992,7486,+,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
INOH5190ci,NA,NODE_30_length_11754_cov_30.932132,7897,8685,+,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
INOH5190ci,NA,NODE_30_length_11754_cov_30.932132,8852,9196,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
INOH5190ci,NA,NODE_30_length_11754_cov_30.932132,9193,10029,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
INOH5190ci,NA,NODE_31_length_10326_cov_26.827809,1615,3708,+,mchF,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,698,698,100,99.71,698,AGC14252.1,microcin H47 export transporter peptidase/ATP-binding subunit MchF,NA,NA
INOH5190ci,NA,NODE_31_length_10326_cov_26.827809,3884,4192,-,cvaC,colicin V,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,103,103,100,100,103,CAA40746.1,colicin V,NA,NA
INOH5190ci,NA,NODE_36_length_6414_cov_23.637371,2361,3194,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH5190ci,NA,NODE_36_length_6414_cov_23.637371,3197,3997,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
INOH5190ci,NA,NODE_36_length_6414_cov_23.637371,4061,4873,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100,100,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
INOH5190ci,NA,NODE_37_length_6376_cov_31.922256,194,625,-,merR,mercury resistance transcriptional regulator MerR,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,144,144,100,93.75,144,CAA77320.1,mercury resistance transcriptional regulator MerR,NA,NA
INOH5190ci,NA,NODE_37_length_6376_cov_31.922256,697,1044,+,merT,mercuric transport protein MerT,plus,STRESS,METAL,MERCURY,MERCURY,EXACTX,116,116,100,100,116,AAB59075.1,mercuric transport protein MerT,NA,NA
INOH5190ci,NA,NODE_37_length_6376_cov_31.922256,1061,1333,+,merP,mercury resistance system periplasmic binding protein MerP,plus,STRESS,METAL,MERCURY,MERCURY,BLASTX,91,91,100,90.11,91,AAC38219.1,mercury resistance system periplasmic binding protein MerP,NA,NA
INOH5190ci,NA,NODE_37_length_6376_cov_31.922256,1372,1791,+,merC,organomercurial transporter MerC,plus,STRESS,METAL,MERCURY,ORGANOMERCURY,BLASTX,140,140,100,99.29,140,AAC33908.1,organomercurial transporter MerC,NA,NA
INOH5190ci,NA,NODE_46_length_1385_cov_31.769051,201,1058,+,aac(3)-IId,aminoglycoside N-acetyltransferase AAC(3)-IId,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,286,286,100,100,286,WP_000557454.1,aminoglycoside N-acetyltransferase AAC(3)-IId,NA,NA
INOH5190ci,NA,NODE_4_length_421579_cov_26.673906,148895,150250,+,glpT_E448K,Escherichia fosfomycin resistant GlpT,core,AMR,POINT,FOSFOMYCIN,FOSFOMYCIN,POINTX,452,452,100,99.12,452,WP_000948731.1,glycerol-3-phosphate transporter GlpT,NA,NA
INOH5190ci,NA,NODE_4_length_421579_cov_26.673906,165439,168063,+,gyrA_D87N,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5190ci,NA,NODE_4_length_421579_cov_26.673906,165439,168063,+,gyrA_S83L,Escherichia quinolone resistant GyrA,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,875,878,99.66,98.97,875,WP_001281243.1,DNA gyrase subunit A GyrA,NA,NA
INOH5190ci,NA,NODE_5_length_406099_cov_32.141387,204051,205469,+,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,473,473,100,94.29,473,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH5190ci,NA,NODE_5_length_406099_cov_32.141387,290632,291861,+,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,98.05,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH5190ci,NA,NODE_6_length_365325_cov_32.500578,119294,121549,-,parC_S80I,Escherichia quinolone resistant ParC,core,AMR,POINT,QUINOLONE,QUINOLONE,POINTX,752,752,100,99.87,752,WP_001281881.1,DNA topoisomerase IV subunit A ParC,NA,NA
INOH5190ci,NA,NODE_6_length_365325_cov_32.500578,356831,359932,+,acrF,multidrug efflux RND transporter permease subunit AcrF,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,1034,1034,100,99.52,1034,AAC76298.1,multidrug efflux RND transporter permease subunit AcrF,NA,NA
INOH5190ci,NA,NODE_7_length_281348_cov_30.434224,59742,63983,+,fdeC,inverse autotransporter adhesin FdeC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1414,1416,99.93,91.66,1415,ABE05822.1,inverse autotransporter adhesin FdeC,NA,NA
INOH5190ci,NA,NODE_9_length_234662_cov_30.757600,4854,5711,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100,100,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,NA,NA
INOH5190di,NA,NODE_16_length_66153_cov_18.841448,4258,5454,+,tet(A),tetracycline efflux MFS transporter Tet(A),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,399,399,100,100,399,WP_000804064.1,tetracycline efflux MFS transporter Tet(A),NA,NA
INOH5190di,NA,NODE_16_length_66153_cov_18.841448,6774,8522,-,arsA,arsenite efflux transporter ATPase subunit ArsA,plus,STRESS,METAL,ARSENIC,ARSENITE,BLASTX,583,583,100,99.14,583,AAB09626.1,arsenite efflux transporter ATPase subunit ArsA,NA,NA
INOH5190di,NA,NODE_16_length_66153_cov_18.841448,8543,8902,-,arsD,arsenite efflux transporter metallochaperone ArsD,plus,STRESS,METAL,ARSENIC,ARSENITE,BLASTX,120,120,100,98.33,120,AAB09625.1,arsenite efflux transporter metallochaperone ArsD,NA,NA
INOH5190di,NA,NODE_16_length_66153_cov_18.841448,8953,9303,-,arsR,As(III)-sensing metalloregulatory transcriptional repressor ArsR,plus,STRESS,METAL,ARSENIC,ARSENIC,EXACTX,117,117,100,100,117,AAB09624.1,As(III)-sensing metalloregulatory transcriptional repressor ArsR,NA,NA
INOH5190di,NA,NODE_1_length_692414_cov_21.891866,218254,218517,-,ariR,biofilm/acid-resistance regulator AriR,plus,STRESS,ACID,NA,NA,BLASTX,88,88,100,98.86,88,AAC74250.1,biofilm/acid-resistance regulator AriR,NA,NA
INOH5190di,NA,NODE_1_length_692414_cov_21.891866,678837,679127,+,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,BAG76115.1,increased serum survival lipoprotein Iss,NA,NA
INOH5190di,NA,NODE_25_length_14092_cov_17.444722,508,2682,+,iroN,siderophore salmochelin receptor IroN,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,725,725,100,99.86,725,AAN76093.1,siderophore salmochelin receptor IroN,NA,NA
INOH5190di,NA,NODE_25_length_14092_cov_17.444722,2733,3686,-,iroE,catecholate siderophore esterase IroE,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,318,318,100,100,318,ACJ63530.1,catecholate siderophore esterase IroE,NA,NA
INOH5190di,NA,NODE_25_length_14092_cov_17.444722,3774,5000,-,iroD,catecholate siderophore esterase IroD,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,409,409,100,100,409,ACJ63529.1,catecholate siderophore esterase IroD,NA,NA
INOH5190di,NA,NODE_25_length_14092_cov_17.444722,5107,8763,-,iroC,salmochelin/enterobactin export ABC transporter IroC,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,1219,1219,100,99.34,1219,AUH19662.1,salmochelin/enterobactin export ABC transporter IroC,NA,NA
INOH5190di,NA,NODE_25_length_14092_cov_17.444722,8906,10018,-,iroB,salmochelin biosynthesis C-glycosyltransferase IroB,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,371,371,100,99.73,371,EOW04219.1,salmochelin biosynthesis C-glycosyltransferase IroB,NA,NA
INOH5190di,NA,NODE_25_length_14092_cov_17.444722,13169,13459,-,iss,increased serum survival lipoprotein Iss,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,97,97,100,100,97,ADR26561.1,increased serum survival lipoprotein Iss,NA,NA
INOH5190di,NA,NODE_27_length_11754_cov_26.635006,1726,2562,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100,100,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
INOH5190di,NA,NODE_27_length_11754_cov_26.635006,2559,2903,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100,100,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
INOH5190di,NA,NODE_27_length_11754_cov_26.635006,3070,3858,-,aadA2,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100,100,263,WP_001206356.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2,NA,NA
INOH5190di,NA,NODE_27_length_11754_cov_26.635006,4269,4763,-,dfrA12,trimethoprim-resistant dihydrofolate reductase DfrA12,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,165,165,100,100,165,WP_001083725.1,trimethoprim-resistant dihydrofolate reductase DfrA12,NA,NA
INOH5190di,NA,NODE_27_length_11754_cov_26.635006,10777,11433,-,catA1,type A-1 chloramphenicol O-acetyltransferase,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,219,219,100,100,219,WP_000412211.1,type A-1 chloramphenicol O-acetyltransferase,NA,NA
INOH5190di,NA,NODE_28_length_10326_cov_18.047032,1615,3708,+,mchF,microcin H47 export transporter peptidase/ATP-binding subunit MchF,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,698,698,100,99.71,698,AGC14252.1,microcin H47 export transporter peptidase/ATP-binding subunit MchF,NA,NA
INOH5190di,NA,NODE_28_length_10326_cov_18.047032,3884,4192,-,cvaC,colicin V,plus,VIRULENCE,VIRULENCE,NA,NA,EXACTX,103,103,100,100,103,CAA40746.1,colicin V,NA,NA
INOH5190di,NA,NODE_2_length_604394_cov_28.095116,147030,148160,-,blaEC,BlaEC family class C beta-lactamase,plus,AMR,AMR,BETA-LACTAM,BETA-LACTAM,BLASTX,377,377,100,98.67,377,WP_063610930.1,extended-spectrum class C beta-lactamase EC-15,NA,NA
INOH5190di,NA,NODE_2_length_604394_cov_28.095116,312534,313763,-,mdtM,multidrug efflux MFS transporter MdtM,plus,AMR,AMR,EFFLUX,EFFLUX,BLASTX,410,410,100,98.05,410,AAC77293.1,multidrug efflux MFS transporter MdtM,NA,NA
INOH5190di,NA,NODE_2_length_604394_cov_28.095116,398926,400344,-,espX1,type III secretion system effector EspX1,plus,VIRULENCE,VIRULENCE,NA,NA,BLASTX,473,473,100,94.29,473,ADD54679.1,type III secretion system effector EspX1,NA,NA
INOH5190di,NA,NODE_34_length_6414_cov_16.709264,2361,3194,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100,100,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
INOH5190di,NA,NODE_34_length_6414_cov_16.709264,3197,3997,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100,100,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
